"","year_ceremony","category","film","winner","year","genre1","genre2","genre3","rating","gross","runtime"
"939",2008,"ANIMATED FEATURE FILM","Ratatouille","True",2007,"Animation","Adventure","Comedy",8.1,206445654,"111"
"943",2008,"ANIMATED FEATURE FILM","Surf's Up","False",2007,"Animation","Adventure","Comedy",6.7,58867694,"85"
"956",2008,"BEST PICTURE","Atonement","False",2007,"Drama","Mystery","Romance",7.8,50927067,"123"
"959",2008,"BEST PICTURE","Michael Clayton","False",2007,"Crime","Drama","Mystery",7.2,49033882,"119"
"962",2008,"BEST PICTURE","No Country for Old Men","True",2007,"Crime","Drama","Thriller",8.2,74283625,"122"
"1791",2008,"BEST PICTURE","Juno","False",2007,"Comedy","Drama","Romance",NA,7500000,"96"
"1801",2008,"BEST PICTURE","There Will Be Blood","False",2007,"Drama",NA,NA,NA,2.5e+07,"158"
"947",2008,"INTERNATIONAL FEATURE FILM","Beaufort","False",2007,"Action","Drama","War",6.7,101299,"131"
"949",2008,"INTERNATIONAL FEATURE FILM","The Counterfeiters","True",2007,"Crime","Drama","History",7.5,5484715,"99"
"952",2008,"INTERNATIONAL FEATURE FILM","Katyn","False",2007,"Drama","History","War",7,118095,"121"
"954",2008,"INTERNATIONAL FEATURE FILM","12","False",2007,"Crime","Drama","Thriller",7.6,125120,"159"
"692",2008,"INTERNATIONAL FEATURE FILM","Mongol","False",NA,NA,NA,NA,NA,NA,NA
"964",2008,"WRITING","Atonement","False",2007,"Drama","Mystery","Romance",7.8,50927067,"123"
"967",2008,"WRITING","The Diving Bell and the Butterfly","False",2007,"Biography","Drama",NA,8,5990075,"112"
"968",2008,"WRITING","No Country for Old Men","True",2007,"Crime","Drama","Thriller",8.2,74283625,"122"
"970",2008,"WRITING","Lars and the Real Girl","False",2007,"Comedy","Drama","Romance",7.3,5972884,"106"
"971",2008,"WRITING","Michael Clayton","False",2007,"Crime","Drama","Mystery",7.2,49033882,"119"
"974",2008,"WRITING","Ratatouille","False",2007,"Animation","Adventure","Comedy",8.1,206445654,"111"
"1811",2008,"WRITING","Away from Her","False",2007,"Drama","Romance",NA,NA,NA,"110"
"182",2008,"WRITING","There Will Be Blood","False",2007,"Drama",NA,NA,NA,2.5e+07,"158"
"1831",2008,"WRITING","Juno","True",2007,"Comedy","Drama","Romance",NA,7500000,"96"
"1841",2008,"WRITING","The Savages","False",2007,"Drama",NA,NA,NA,NA,"114"
"978",2009,"ANIMATED FEATURE FILM","Bolt","False",2008,"Animation","Adventure","Comedy",6.8,114053579,"96"
"983",2009,"ANIMATED FEATURE FILM","Kung Fu Panda","False",2008,"Animation","Action","Adventure",7.6,215434591,"92"
"701",2009,"ANIMATED FEATURE FILM","WALL-E","True",NA,NA,NA,NA,NA,NA,NA
"996",2009,"BEST PICTURE","The Curious Case of Benjamin Button","False",2008,"Drama","Fantasy","Romance",7.8,127509326,"166"
"998",2009,"BEST PICTURE","Frost/Nixon","False",2008,"Biography","Drama","History",7.7,18593156,"122"
"1000",2009,"BEST PICTURE","Milk","False",2008,"Biography","Drama","History",7.5,31841299,"128"
"1002",2009,"BEST PICTURE","The Reader","False",2008,"Drama","Romance",NA,7.6,34194407,"124"
"1003",2009,"BEST PICTURE","Slumdog Millionaire","True",2008,"Crime","Drama","Romance",8,141319928,"120"
"988",2009,"INTERNATIONAL FEATURE FILM","The Baader Meinhof Complex","False",2008,"Action","Biography","Crime",7.3,476270,"150"
"993",2009,"INTERNATIONAL FEATURE FILM","Revanche","False",2008,"Crime","Drama","Romance",7.5,NA,"121"
"185",2009,"INTERNATIONAL FEATURE FILM","The Class","False",2007,"Drama",NA,NA,NA,145625,"99"
"186",2009,"INTERNATIONAL FEATURE FILM","The Class","False",2008,"Drama",NA,NA,NA,NA,"128"
"1871",2009,"INTERNATIONAL FEATURE FILM","Departures","True",2008,"Drama",NA,NA,NA,NA,"130"
"188",2009,"INTERNATIONAL FEATURE FILM","Waltz with Bashir","False",2007,"Drama","Animation","War",NA,2e+06,"90"
"1005",2009,"WRITING","The Curious Case of Benjamin Button","False",2008,"Drama","Fantasy","Romance",7.8,127509326,"166"
"1007",2009,"WRITING","Doubt","False",2008,"Drama","Mystery",NA,7.5,33422556,"104"
"1008",2009,"WRITING","Frost/Nixon","False",2008,"Biography","Drama","History",7.7,18593156,"122"
"1010",2009,"WRITING","The Reader","False",2008,"Drama","Romance",NA,7.6,34194407,"124"
"1011",2009,"WRITING","Slumdog Millionaire","True",2008,"Crime","Drama","Romance",8,141319928,"120"
"1013",2009,"WRITING","Frozen River","False",2008,"Crime","Drama",NA,7.1,2508841,"97"
"1014",2009,"WRITING","Happy-Go-Lucky","False",2008,"Comedy","Drama","Romance",7,3494485,"118"
"1015",2009,"WRITING","In Bruges","False",2008,"Comedy","Crime","Drama",7.9,7757130,"107"
"1017",2009,"WRITING","Milk","True",2008,"Biography","Drama","History",7.5,31841299,"128"
"714",2009,"WRITING","WALL-E","False",NA,NA,NA,NA,NA,NA,NA
"1019",2010,"ANIMATED FEATURE FILM","Coraline","False",2009,"Animation","Drama","Family",7.7,75286229,"100"
"1023",2010,"ANIMATED FEATURE FILM","Fantastic Mr. Fox","False",2009,"Animation","Adventure","Comedy",7.9,21002919,"87"
"1027",2010,"ANIMATED FEATURE FILM","The Princess and the Frog","False",2009,"Animation","Adventure","Comedy",7.1,104400899,"97"
"1032",2010,"ANIMATED FEATURE FILM","The Secret of Kells","False",2009,"Animation","Adventure","Family",7.6,686383,"75"
"1036",2010,"ANIMATED FEATURE FILM","Up","True",2009,"Animation","Adventure","Comedy",8.3,293004164,"96"
"1046",2010,"BEST PICTURE","Avatar","False",2009,"Action","Adventure","Fantasy",7.9,760507625,"162"
"1050",2010,"BEST PICTURE","The Blind Side","False",2009,"Biography","Drama","Sport",7.6,255959475,"129"
"1052",2010,"BEST PICTURE","District 9","False",2009,"Action","Sci-Fi","Thriller",7.9,115646235,"112"
"1055",2010,"BEST PICTURE","The Hurt Locker","True",2008,"Drama","Thriller","War",7.5,17017811,"131"
"1057",2010,"BEST PICTURE","Inglourious Basterds","False",2009,"Adventure","Drama","War",8.3,120540719,"153"
"1059",2010,"BEST PICTURE","Up","False",2009,"Animation","Adventure","Comedy",8.3,293004164,"96"
"1062",2010,"BEST PICTURE","Up in the Air","False",2009,"Comedy","Drama","Romance",7.4,83823381,"109"
"1901",2010,"BEST PICTURE","An Education","False",2009,"Drama","Romance",NA,NA,7500000,"100"
"1911",2010,"BEST PICTURE","A Serious Man","False",2009,"Comedy","Drama",NA,NA,7e+06,"105"
"724",2010,"BEST PICTURE","Precious: Based on the Novel 'Push' by Sapphire","False",NA,NA,NA,NA,NA,NA,NA
"1039",2010,"INTERNATIONAL FEATURE FILM","Ajami","False",2009,"Crime","Drama",NA,7.3,621240,"124"
"1040",2010,"INTERNATIONAL FEATURE FILM","A Prophet","False",2009,"Crime","Drama",NA,7.8,2084637,"155"
"1041",2010,"INTERNATIONAL FEATURE FILM","The Secret in Their Eyes","True",2009,"Drama","Mystery","Romance",8.2,6391436,"129"
"1044",2010,"INTERNATIONAL FEATURE FILM","The White Ribbon","False",2009,"Drama","Mystery","Thriller",7.8,2222647,"144"
"189",2010,"INTERNATIONAL FEATURE FILM","The Milk of Sorrow","False",2009,"Drama",NA,NA,NA,NA,"94"
"1063",2010,"WRITING","District 9","False",2009,"Action","Sci-Fi","Thriller",7.9,115646235,"112"
"1066",2010,"WRITING","Up in the Air","False",2009,"Comedy","Drama","Romance",7.4,83823381,"109"
"1067",2010,"WRITING","The Hurt Locker","True",2008,"Drama","Thriller","War",7.5,17017811,"131"
"1069",2010,"WRITING","Inglourious Basterds","False",2009,"Adventure","Drama","War",8.3,120540719,"153"
"1071",2010,"WRITING","The Messenger","False",2009,"Drama","Romance","War",7.1,66637,"113"
"1073",2010,"WRITING","Up","False",2009,"Animation","Adventure","Comedy",8.3,293004164,"96"
"1921",2010,"WRITING","An Education","False",2009,"Drama","Romance",NA,NA,7500000,"100"
"193",2010,"WRITING","In the Loop","False",2009,"Comedy",NA,NA,NA,NA,"106"
"194",2010,"WRITING","A Serious Man","False",2009,"Comedy","Drama",NA,NA,7e+06,"105"
"733",2010,"WRITING","Precious: Based on the Novel 'Push' by Sapphire","True",NA,NA,NA,NA,NA,NA,NA
"1076",2011,"ANIMATED FEATURE FILM","How to Train Your Dragon","False",2010,"Animation","Action","Adventure",8.1,217581231,"98"
"1081",2011,"ANIMATED FEATURE FILM","The Illusionist","False",2010,"Animation","Drama","Fantasy",7.5,2231474,"80"
"1083",2011,"ANIMATED FEATURE FILM","Toy Story 3","True",2010,"Animation","Adventure","Comedy",8.3,415004880,"103"
"1091",2011,"BEST PICTURE","Black Swan","False",2010,"Drama","Thriller",NA,8,106954678,"108"
"1092",2011,"BEST PICTURE","The Fighter","False",2010,"Action","Biography","Drama",7.8,93617009,"116"
"1093",2011,"BEST PICTURE","The Fighter","False",2009,"Action",NA,NA,4.5,NA,"90"
"1096",2011,"BEST PICTURE","Inception","False",2010,"Action","Adventure","Sci-Fi",8.8,292576195,"148"
"1100",2011,"BEST PICTURE","The Kids Are All Right","False",2010,"Comedy","Drama","Romance",7,20811365,"106"
"1101",2011,"BEST PICTURE","The King's Speech","True",2010,"Biography","Drama","History",8,138797449,"118"
"1103",2011,"BEST PICTURE","127 Hours","False",2010,"Biography","Drama",NA,7.5,18335230,"94"
"1104",2011,"BEST PICTURE","The Social Network","False",2010,"Biography","Drama",NA,7.8,96962694,"120"
"1105",2011,"BEST PICTURE","Toy Story 3","False",2010,"Animation","Adventure","Comedy",8.3,415004880,"103"
"1109",2011,"BEST PICTURE","Winter's Bone","False",2010,"Drama","Mystery",NA,7.1,6531503,"100"
"1951",2011,"BEST PICTURE","True Grit","False",2010,"Drama","Adventure","Western",NA,3.8e+07,"110"
"1087",2011,"INTERNATIONAL FEATURE FILM","Biutiful","False",2010,"Drama","Romance",NA,7.4,5101237,"148"
"1088",2011,"INTERNATIONAL FEATURE FILM","Dogtooth","False",2009,"Drama","Thriller",NA,7.2,110248,"97"
"1089",2011,"INTERNATIONAL FEATURE FILM","In a Better World","True",2010,"Drama","Romance",NA,7.6,1008098,"118"
"1090",2011,"INTERNATIONAL FEATURE FILM","Incendies","False",2010,"Drama","Mystery",NA,8.3,6857096,"131"
"742",2011,"INTERNATIONAL FEATURE FILM","Outside the Law (Hors-la-loi)","False",NA,NA,NA,NA,NA,NA,NA
"1110",2011,"WRITING","127 Hours","False",2010,"Biography","Drama",NA,7.5,18335230,"94"
"1111",2011,"WRITING","The Social Network","True",2010,"Biography","Drama",NA,7.8,96962694,"120"
"1112",2011,"WRITING","Toy Story 3","False",2010,"Animation","Adventure","Comedy",8.3,415004880,"103"
"1116",2011,"WRITING","Winter's Bone","False",2010,"Drama","Mystery",NA,7.1,6531503,"100"
"1117",2011,"WRITING","The Fighter","False",2010,"Action","Biography","Drama",7.8,93617009,"116"
"1118",2011,"WRITING","The Fighter","False",2009,"Action",NA,NA,4.5,NA,"90"
"1121",2011,"WRITING","Inception","False",2010,"Action","Adventure","Sci-Fi",8.8,292576195,"148"
"1125",2011,"WRITING","The Kids Are All Right","False",2010,"Comedy","Drama","Romance",7,20811365,"106"
"1126",2011,"WRITING","The King's Speech","True",2010,"Biography","Drama","History",8,138797449,"118"
"196",2011,"WRITING","True Grit","False",2010,"Drama","Adventure","Western",NA,3.8e+07,"110"
"197",2011,"WRITING","Another Year","False",2010,"Comedy","Drama",NA,NA,8e+06,"129"
"1128",2012,"ANIMATED FEATURE FILM","A Cat in Paris","False",2010,"Animation","Adventure","Comedy",6.9,309973,"70"
"1132",2012,"ANIMATED FEATURE FILM","Chico & Rita","False",2010,"Animation","Crime","Drama",7.2,350524,"94"
"1135",2012,"ANIMATED FEATURE FILM","Kung Fu Panda 2","False",2011,"Animation","Action","Adventure",7.2,165249063,"90"
"1140",2012,"ANIMATED FEATURE FILM","Puss in Boots","False",2011,"Animation","Adventure","Comedy",6.6,149260504,"90"
"1146",2012,"ANIMATED FEATURE FILM","Rango","True",2011,"Animation","Action","Adventure",7.2,123477607,"107"
"1152",2012,"BEST PICTURE","The Artist","True",2011,"Comedy","Drama","Romance",7.9,44671682,"100"
"1153",2012,"BEST PICTURE","The Artist","True",2011,"Thriller",NA,NA,8.2,NA,"100"
"1154",2012,"BEST PICTURE","Extremely Loud & Incredibly Close","False",2011,"Adventure","Drama","Mystery",6.9,31847881,"129"
"1156",2012,"BEST PICTURE","Hugo","False",2011,"Adventure","Drama","Family",7.5,73864507,"126"
"1160",2012,"BEST PICTURE","Midnight in Paris","False",2011,"Comedy","Fantasy","Romance",7.7,56816662,"94"
"1162",2012,"BEST PICTURE","Moneyball","False",2011,"Biography","Drama","Sport",7.6,75605492,"133"
"1164",2012,"BEST PICTURE","The Tree of Life","False",2011,"Drama","Fantasy",NA,6.8,13303319,"139"
"1165",2012,"BEST PICTURE","War Horse","False",2011,"Action","Adventure","Drama",7.2,79884879,"146"
"2011",2012,"BEST PICTURE","The Descendants","False",2011,"Comedy","Drama",NA,NA,2e+07,"115"
"2021",2012,"BEST PICTURE","The Help","False",2011,"Drama",NA,NA,NA,2.5e+07,"146"
"1150",2012,"INTERNATIONAL FEATURE FILM","Bullhead","False",2011,"Crime","Drama",NA,7.3,151840,"129"
"1151",2012,"INTERNATIONAL FEATURE FILM","In Darkness","False",2011,"Drama","War",NA,7.3,1041455,"145"
"1981",2012,"INTERNATIONAL FEATURE FILM","Footnote","False",2011,"Comedy",NA,NA,NA,NA,"102"
"1991",2012,"INTERNATIONAL FEATURE FILM","Monsieur Lazhar","False",2011,"Drama","Comedy",NA,NA,NA,"94"
"200",2012,"INTERNATIONAL FEATURE FILM","A Separation","True",2011,"Drama",NA,NA,NA,5e+06,"123"
"1169",2012,"WRITING","Hugo","False",2011,"Adventure","Drama","Family",7.5,73864507,"126"
"1173",2012,"WRITING","The Ides of March","False",2011,"Drama","Thriller",NA,7.1,40962534,"101"
"1174",2012,"WRITING","Moneyball","False",2011,"Biography","Drama","Sport",7.6,75605492,"133"
"1176",2012,"WRITING","Tinker Tailor Soldier Spy","False",2011,"Drama","Mystery","Thriller",7,24149393,"127"
"1178",2012,"WRITING","The Artist","False",2011,"Comedy","Drama","Romance",7.9,44671682,"100"
"1179",2012,"WRITING","The Artist","False",2011,"Thriller",NA,NA,8.2,NA,"100"
"1180",2012,"WRITING","Bridesmaids","False",2011,"Comedy","Romance",NA,6.8,169106725,"125"
"1181",2012,"WRITING","Margin Call","False",2011,"Drama","Thriller",NA,7.1,5354039,"107"
"1182",2012,"WRITING","Midnight in Paris","True",2011,"Comedy","Fantasy","Romance",7.7,56816662,"94"
"2031",2012,"WRITING","The Descendants","True",2011,"Comedy","Drama",NA,NA,2e+07,"115"
"2041",2012,"WRITING","A Separation","False",2011,"Drama",NA,NA,NA,5e+06,"123"
"1184",2013,"ANIMATED FEATURE FILM","Brave","True",2012,"Animation","Adventure","Comedy",7.1,237283207,"93"
"1188",2013,"ANIMATED FEATURE FILM","Frankenweenie","False",2012,"Animation","Comedy","Drama",6.9,35291068,"87"
"1193",2013,"ANIMATED FEATURE FILM","ParaNorman","False",2012,"Animation","Adventure","Comedy",7,56003051,"92"
"1198",2013,"ANIMATED FEATURE FILM","The Pirates! Band of Misfits","False",2012,"Animation","Adventure","Comedy",6.7,31051126,"88"
"1202",2013,"ANIMATED FEATURE FILM","Wreck-It Ralph","False",2012,"Animation","Adventure","Comedy",7.7,189422889,"101"
"1216",2013,"BEST PICTURE","Argo","True",2012,"Biography","Drama","Thriller",7.7,136025503,"120"
"1218",2013,"BEST PICTURE","Beasts of the Southern Wild","False",2012,"Adventure","Drama","Fantasy",7.2,12795746,"93"
"1220",2013,"BEST PICTURE","Les Misérables","False",2012,"Drama","Musical","Romance",7.5,148809770,"158"
"1221",2013,"BEST PICTURE","Life of Pi","False",2012,"Adventure","Drama","Fantasy",7.9,124987023,"127"
"1223",2013,"BEST PICTURE","Lincoln","False",2012,"Biography","Drama","History",7.3,182207973,"150"
"1226",2013,"BEST PICTURE","Silver Linings Playbook","False",2012,"Comedy","Drama","Romance",7.7,132092958,"122"
"1227",2013,"BEST PICTURE","Zero Dark Thirty","False",2012,"Drama","History","Thriller",7.4,95720716,"157"
"2061",2013,"BEST PICTURE","Amour","False",2012,"Drama","Romance",NA,NA,8900000,"127"
"207",2013,"BEST PICTURE","Django Unchained","False",2012,"Drama","Western",NA,NA,1e+08,"165"
"1207",2013,"INTERNATIONAL FEATURE FILM","Kon-Tiki","False",2012,"Action","Adventure","Biography",7.2,1517410,"118"
"1211",2013,"INTERNATIONAL FEATURE FILM","No","False",2012,"Drama","History",NA,7.4,2343664,"118"
"1212",2013,"INTERNATIONAL FEATURE FILM","A Royal Affair","False",2012,"Biography","Drama","History",7.5,1546761,"137"
"1215",2013,"INTERNATIONAL FEATURE FILM","War Witch","False",2012,"Drama","War",NA,7,70544,"90"
"2051",2013,"INTERNATIONAL FEATURE FILM","Amour","True",2012,"Drama","Romance",NA,NA,8900000,"127"
"1230",2013,"WRITING","Argo","True",2012,"Biography","Drama","Thriller",7.7,136025503,"120"
"1232",2013,"WRITING","Beasts of the Southern Wild","False",2012,"Adventure","Drama","Fantasy",7.2,12795746,"93"
"1234",2013,"WRITING","Life of Pi","False",2012,"Adventure","Drama","Fantasy",7.9,124987023,"127"
"1236",2013,"WRITING","Lincoln","False",2012,"Biography","Drama","History",7.3,182207973,"150"
"1239",2013,"WRITING","Silver Linings Playbook","False",2012,"Comedy","Drama","Romance",7.7,132092958,"122"
"1240",2013,"WRITING","Flight","False",2012,"Drama","Thriller",NA,7.3,93772375,"138"
"1241",2013,"WRITING","Moonrise Kingdom","False",2012,"Comedy","Drama","Family",7.8,45512466,"94"
"1243",2013,"WRITING","Zero Dark Thirty","False",2012,"Drama","History","Thriller",7.4,95720716,"157"
"2081",2013,"WRITING","Amour","False",2012,"Drama","Romance",NA,NA,8900000,"127"
"2091",2013,"WRITING","Django Unchained","True",2012,"Drama","Western",NA,NA,1e+08,"165"
"1246",2014,"ANIMATED FEATURE FILM","The Croods","False",2013,"Animation","Adventure","Comedy",7.2,187168425,"98"
"1250",2014,"ANIMATED FEATURE FILM","Despicable Me 2","False",2013,"Animation","Adventure","Comedy",7.3,368061265,"98"
"1255",2014,"ANIMATED FEATURE FILM","Ernest & Celestine","False",2012,"Animation","Adventure","Comedy",7.8,292562,"80"
"1260",2014,"ANIMATED FEATURE FILM","Frozen","True",2013,"Animation","Adventure","Comedy",7.4,400738009,"102"
"1264",2014,"ANIMATED FEATURE FILM","The Wind Rises","False",2013,"Animation","Biography","Drama",7.7,5209580,"126"
"1276",2014,"BEST PICTURE","American Hustle","False",2013,"Crime","Drama",NA,7.2,150117807,"138"
"1277",2014,"BEST PICTURE","Captain Phillips","False",2013,"Action","Biography","Crime",7.8,107100855,"134"
"1281",2014,"BEST PICTURE","Dallas Buyers Club","False",2013,"Biography","Drama",NA,7.9,27298285,"117"
"1282",2014,"BEST PICTURE","Gravity","False",2013,"Drama","Sci-Fi","Thriller",7.7,274092705,"91"
"1284",2014,"BEST PICTURE","Her","False",2013,"Drama","Romance","Sci-Fi",8,25568251,"126"
"1286",2014,"BEST PICTURE","Philomena","False",2013,"Biography","Comedy","Drama",7.6,37707719,"98"
"1287",2014,"BEST PICTURE","12 Years a Slave","True",2013,"Biography","Drama","History",8.1,56671993,"134"
"1289",2014,"BEST PICTURE","The Wolf of Wall Street","False",2013,"Biography","Comedy","Crime",8.2,116900694,"180"
"212",2014,"BEST PICTURE","Nebraska","False",2013,"Drama","Adventure",NA,NA,1.2e+07,"115"
"1268",2014,"INTERNATIONAL FEATURE FILM","The Broken Circle Breakdown","False",2012,"Drama","Music","Romance",7.7,175058,"111"
"1269",2014,"INTERNATIONAL FEATURE FILM","The Hunt","False",2012,"Action","Horror","Thriller",4.3,NA,"74"
"1272",2014,"INTERNATIONAL FEATURE FILM","Omar","False",2013,"Crime","Drama","Romance",7.5,356000,"98"
"210",2014,"INTERNATIONAL FEATURE FILM","The Great Beauty","True",2013,"Drama",NA,NA,NA,12400000,"142"
"2111",2014,"INTERNATIONAL FEATURE FILM","The Missing Picture","False",2013,"Documentary",NA,NA,NA,NA,"95"
"1291",2014,"WRITING","Before Midnight","False",2013,"Drama","Romance",NA,7.9,8114627,"109"
"1292",2014,"WRITING","Captain Phillips","False",2013,"Action","Biography","Crime",7.8,107100855,"134"
"1296",2014,"WRITING","Philomena","False",2013,"Biography","Comedy","Drama",7.6,37707719,"98"
"1297",2014,"WRITING","12 Years a Slave","True",2013,"Biography","Drama","History",8.1,56671993,"134"
"1299",2014,"WRITING","The Wolf of Wall Street","False",2013,"Biography","Comedy","Crime",8.2,116900694,"180"
"1301",2014,"WRITING","American Hustle","False",2013,"Crime","Drama",NA,7.2,150117807,"138"
"1302",2014,"WRITING","Dallas Buyers Club","False",2013,"Biography","Drama",NA,7.9,27298285,"117"
"1303",2014,"WRITING","Her","True",2013,"Drama","Romance","Sci-Fi",8,25568251,"126"
"2131",2014,"WRITING","Blue Jasmine","False",2013,"Drama",NA,NA,NA,1.8e+07,"99"
"2141",2014,"WRITING","Nebraska","False",2013,"Drama","Adventure",NA,NA,1.2e+07,"115"
"1305",2015,"ANIMATED FEATURE FILM","Big Hero 6","True",2014,"Animation","Action","Adventure",7.8,222527828,"102"
"1310",2015,"ANIMATED FEATURE FILM","The Boxtrolls","False",2014,"Animation","Adventure","Comedy",6.8,50837305,"96"
"1314",2015,"ANIMATED FEATURE FILM","How to Train Your Dragon 2","False",2014,"Animation","Action","Adventure",7.8,177002924,"102"
"1319",2015,"ANIMATED FEATURE FILM","Song of the Sea","False",2014,"Animation","Adventure","Drama",8,857524,"93"
"2151",2015,"ANIMATED FEATURE FILM","The Tale of the Princess Kaguya","False",2013,"Animation","Drama","Fantasy",NA,49300000,"137"
"1327",2015,"BEST PICTURE","American Sniper","False",2014,"Action","Biography","Drama",7.3,350126372,"133"
"1330",2015,"BEST PICTURE","The Grand Budapest Hotel","False",2014,"Adventure","Comedy","Crime",8.1,59100318,"99"
"1332",2015,"BEST PICTURE","The Imitation Game","False",2014,"Biography","Drama","Thriller",8,91125683,"114"
"1335",2015,"BEST PICTURE","Selma","False",2014,"Biography","Drama","History",7.5,52076908,"128"
"1337",2015,"BEST PICTURE","The Theory of Everything","False",2014,"Biography","Drama","Romance",7.7,35893537,"123"
"217",2015,"BEST PICTURE","Birdman or (The Unexpected Virtue of Ignorance)","True",2014,"Drama","Comedy",NA,NA,1.8e+07,"120"
"2181",2015,"BEST PICTURE","Boyhood","False",2014,"Drama",NA,NA,NA,4e+06,"165"
"2191",2015,"BEST PICTURE","Whiplash","False",2014,"Drama","Music",NA,NA,3300000,"107"
"1323",2015,"INTERNATIONAL FEATURE FILM","Leviathan","False",2014,"Crime","Drama",NA,7.6,1092800,"140"
"1324",2015,"INTERNATIONAL FEATURE FILM","Tangerines","False",2013,"Drama","War",NA,8.1,144501,"87"
"1325",2015,"INTERNATIONAL FEATURE FILM","Timbuktu","False",2014,"Drama","War",NA,7.1,1076075,"96"
"1326",2015,"INTERNATIONAL FEATURE FILM","Wild Tales","False",2014,"Comedy","Drama","Thriller",8.1,3107072,"122"
"2161",2015,"INTERNATIONAL FEATURE FILM","Ida","True",2013,"Drama",NA,NA,NA,2159280,"82"
"1339",2015,"WRITING","American Sniper","False",2014,"Action","Biography","Drama",7.3,350126372,"133"
"1342",2015,"WRITING","The Imitation Game","True",2014,"Biography","Drama","Thriller",8,91125683,"114"
"1345",2015,"WRITING","Inherent Vice","False",2014,"Comedy","Crime","Drama",6.6,8110975,"148"
"1348",2015,"WRITING","The Theory of Everything","False",2014,"Biography","Drama","Romance",7.7,35893537,"123"
"1350",2015,"WRITING","Foxcatcher","False",2014,"Biography","Drama","History",7,12096300,"134"
"1353",2015,"WRITING","The Grand Budapest Hotel","False",2014,"Adventure","Comedy","Crime",8.1,59100318,"99"
"1355",2015,"WRITING","Nightcrawler","False",2014,"Crime","Drama","Thriller",7.8,32381218,"117"
"2201",2015,"WRITING","Whiplash","False",2014,"Drama","Music",NA,NA,3300000,"107"
"2211",2015,"WRITING","Birdman or (The Unexpected Virtue of Ignorance)","True",2014,"Drama","Comedy",NA,NA,1.8e+07,"120"
"222",2015,"WRITING","Boyhood","False",2014,"Drama",NA,NA,NA,4e+06,"165"
"1357",2016,"ANIMATED FEATURE FILM","Anomalisa","False",2015,"Animation","Comedy","Drama",7.2,3759286,"90"
"1359",2016,"ANIMATED FEATURE FILM","Inside Out","True",2015,"Animation","Adventure","Comedy",8.2,356461711,"95"
"1363",2016,"ANIMATED FEATURE FILM","Shaun the Sheep Movie","False",2015,"Animation","Adventure","Comedy",7.3,19375982,"85"
"1367",2016,"ANIMATED FEATURE FILM","When Marnie Was There","False",2014,"Animation","Drama","Family",7.7,765127,"103"
"755",2016,"ANIMATED FEATURE FILM","Boy and the World","False",NA,NA,NA,NA,NA,NA,NA
"1378",2016,"BEST PICTURE","The Big Short","False",2015,"Biography","Comedy","Drama",7.8,70259870,"130"
"1380",2016,"BEST PICTURE","Bridge of Spies","False",2015,"Drama","History","Thriller",7.6,72313754,"142"
"1383",2016,"BEST PICTURE","Brooklyn","False",2015,"Drama","Romance",NA,7.5,38322743,"117"
"1384",2016,"BEST PICTURE","Mad Max: Fury Road","False",2015,"Action","Adventure","Sci-Fi",8.1,154058340,"120"
"1388",2016,"BEST PICTURE","The Martian","False",2015,"Adventure","Drama","Sci-Fi",8,228433663,"144"
"1390",2016,"BEST PICTURE","The Revenant","False",2015,"Action","Adventure","Drama",8,183637894,"156"
"1392",2016,"BEST PICTURE","Room","False",2015,"Drama","Thriller",NA,8.1,14677674,"118"
"1393",2016,"BEST PICTURE","Spotlight","True",2015,"Biography","Crime","Drama",8.1,45055776,"129"
"1370",2016,"INTERNATIONAL FEATURE FILM","Embrace of the Serpent","False",2015,"Adventure","Biography","Drama",7.8,1329249,"125"
"1372",2016,"INTERNATIONAL FEATURE FILM","Son of Saul","True",2015,"Drama","War",NA,7.4,1777043,"107"
"1373",2016,"INTERNATIONAL FEATURE FILM","Theeb","False",2014,"Adventure","Drama","Thriller",7.2,283024,"100"
"1375",2016,"INTERNATIONAL FEATURE FILM","A War","False",2015,"Crime","Drama","Thriller",7,122902,"115"
"2231",2016,"INTERNATIONAL FEATURE FILM","Mustang","False",2015,"Drama",NA,NA,NA,1300000,"97"
"1395",2016,"WRITING","The Big Short","True",2015,"Biography","Comedy","Drama",7.8,70259870,"130"
"1397",2016,"WRITING","Brooklyn","False",2015,"Drama","Romance",NA,7.5,38322743,"117"
"1398",2016,"WRITING","Carol","False",2015,"Drama","Romance",NA,7.2,12711491,"118"
"1399",2016,"WRITING","The Martian","False",2015,"Adventure","Drama","Sci-Fi",8,228433663,"144"
"1401",2016,"WRITING","Room","False",2015,"Drama","Thriller",NA,8.1,14677674,"118"
"1402",2016,"WRITING","Bridge of Spies","False",2015,"Drama","History","Thriller",7.6,72313754,"142"
"1405",2016,"WRITING","Ex Machina","False",2014,"Drama","Sci-Fi","Thriller",7.7,25442958,"108"
"1407",2016,"WRITING","Inside Out","False",2015,"Animation","Adventure","Comedy",8.2,356461711,"95"
"1411",2016,"WRITING","Spotlight","True",2015,"Biography","Crime","Drama",8.1,45055776,"129"
"1413",2016,"WRITING","Straight Outta Compton","False",2015,"Biography","Drama","History",7.8,161197785,"147"
"1415",2017,"ANIMATED FEATURE FILM","Kubo and the Two Strings","False",2016,"Animation","Action","Adventure",7.7,48023088,"101"
"1420",2017,"ANIMATED FEATURE FILM","Moana","False",2016,"Animation","Adventure","Comedy",7.6,248757044,"107"
