episode_no_abs,season_no,episode_no,episode_name,episode_airdate,episode_score,episode_votes,episode_description
669,31,8,Thanksgiving of Horror,28-Feb-20,7.4,899,"The Simpsons face various Thanksgiving nightmares, including the first Thanksgiving, an A.I. mishap and a dangerous space mission complicated by a sentient cranberry sauce."
670,31,9,"Todd, Todd, Why Hast Thou Forsaken Me?",6-Mar-20,6.6,795,"Todd blames God for his mother's death and rejects his faith, so Ned sends him to live with the Simpsons, hoping they can scare him into believing in God again."
671,31,10,"Bobby, It's Cold Outside",13-Mar-20,6.6,629,"Sideshow Bob gets the role of Santa Claus at Santa's Village amusement park. Meanwhile, someone is stealing all the Christmas packages off people's front porches."
672,31,11,Hail to the Teeth,20-Mar-20,6.1,572,Homer and Marge attend Artie Ziff's wedding and become quite uncomfortable when they realize that his bride-to-be is a clone of Marge.
673,31,12,The Miseducation of Lisa Simpson,27-Mar-20,6.6,578,"The sea captain finds treasure for which he's been searching for 40 years, but City Hall claims it since it was in city limits. Marge convinces the townspeople to use the windfall to build a STEM school. Homer crusades against automation."
674,31,13,Frinkcoin,3-Apr-20,6,553,"Professor Frink invents a cryptocurrency that makes him the richest man in Springfield, a title Mr. Burns has no intention of giving up."
675,31,14,Bart the Bad Guy,10-Apr-20,7.4,755,"Bart uses spoilers for a superhero movie he saw to get what he wants, but two movie executives will stop at nothing to keep his knowledge secret."
676,31,15,Screenless,17-Apr-20,6.6,557,"Marge implements a limit on screen time for the whole family, only to realize she's the one addicted to screens."
677,31,16,Better Off Ned,24-Apr-20,6.5,539,"Jealous of Bart's bond with Ned, Homer mentors Nelson in retaliation, but an act of heroism helps Homer to regain Bart's respect."
678,31,17,Highway to Well,28-Apr-20,7.1,609,Marge gets a job at an upscale cannabis dispensary leading Homer to open a competing business that replicates the scuzzy days of scoring weed from and old-school pot connection.
679,31,18,The Incredible Lightness of Being a Baby,1-May-20,6.4,524,"Maggie reunites with baby Hudson, but Marge isn't too crazy about his mom. Homer befriends Cletus Spuckler who recently discovered a vast underground reserve of helium gas on his property, attracting unwanted attention from Mr. Burns."
680,31,19,Warrin' Priests,8-May-20,6.1,622,Reverend Lovejoy investigates the mysterious past of a new priest who's come to town and shaken things up at church.
681,31,20,Warrin' Priests Part 2,15-May-20,5.9,584,"In Michigan, Reverend Lovejoy learns the true reason why Bode came to Springfield and the congregation must decide whether to banish their new priest."
682,31,21,The Hateful Eight-Year-Olds,22-May-20,6.7,586,Lisa joins a group of rich girls when she makes a friend who loves horses; Homer takes Marge on a romantic cruise.
683,31,22,The Way of the Dog,29-May-20,7.6,714,The Simpsons explore the tragic past of Santa's Little Helper when he bites Marge.
684,32,1,Undercover Burns,15-Jan-21,6.5,742,"Mr. Burns goes undercover at the power plant as an employee named Fred and befriends Homer and the gang, but a jealous Smithers plots to bring the old Burns back."
685,32,2,"I, Carumbus",22-Jan-21,6.8,696,"At a museum exhibit of Ancient Rome, Marge and Homer imagine themselves in Rome where Homer is more ambitious."
686,32,3,"Now Museum, Now You Don't",29-Jan-21,5.8,625,Lisa stays home from school and fantasizes about the history of Western art.
687,32,4,Treehouse of Horror XXXI,5-Feb-21,6.2,908,"The 31st annual Simpsons Halloween special includes a frightening look at the 2020 election, parodies of Pixar and Spider-Man: Into the Spider-Verse and a ninth birthday Lisa just can't get over."
688,32,5,The 7 Beer Itch,12-Feb-21,5.7,621,Homer is tempted by a British femme fatale while Marge and the kids are on a seaside vacation.
689,32,6,Podcast News,19-Feb-21,6.9,568,"Grampa is accused of a crime, while Kent Brockman questions his career."
690,32,7,Three Dreams Denied,26-Feb-21,6.3,524,"Bart becomes a voice over actor, Comic Book Guy is humiliated at Comic-Con and Lisa is set up for a fall."
691,32,8,The Road to Cincinnati,5-Mar-21,6.7,634,Skinner and Chalmers take an 800-mile car ride to an administrator's convention in Cincinnati.
692,32,9,Sorry Not Sorry,12-Mar-21,6.2,538,"Lisa calls Ms. Hoover a hack and refuses to apologize, then learns her private pain."
693,32,10,A Springfield Summer Christmas for Christmas,24-Dec-20,6.3,600,A cable channel films a Christmas movie in Springfield and Skinner falls in love.
694,32,11,The Dad-Feelings Limited,19-Mar-21,7.1,700,The origin story of Comic Book Guy is revealed as he and Kumiko debate having a baby.
695,32,12,Diary Queen,26-Mar-21,7,579,"Bart learns a surprising secret when he finds Mrs. Krabappel's diary at a yard sale, while Lisa discovers an even bigger surprise."
696,32,13,Wad Goals,2-Apr-21,6.3,486,"Bart becomes a successful caddy, but Marge thinks it may ruin his character."
697,32,14,Yokel Hero,9-Apr-21,5.7,451,"Cletus becomes a singing sensation and ruins everything when he turns on his fans, while Homer becomes a new man."
698,32,15,Do Pizza Bots Dream of Electric Guitars,16-Apr-21,6.1,465,"Homer tries to reunite a mechanical band from his youth, but J.J. Abrams beats him to it."
699,32,16,Manger Things,23-Apr-21,6.4,435,A secret from Flanders' past and a never-before-seen room in the Simpson home are revealed.
700,32,17,Uncut Femmes,30-Apr-21,6.5,459,Sarah Wiggum is more than she seems; Marge participates in a jewel heist.
701,32,18,Burger Kings,7-May-21,6.8,413,"Mr. Burns joins the plant-based burger business, convincing Lisa that he's changed for the better."
702,32,19,Panic on the Streets of Springfield,14-May-21,6.2,530,Lisa's imaginary friend is a depressed British singer from the 1980s; Homer becomes a truck guy.
703,32,20,Mother and Child Reunion,21-May-21,7.2,388,"Lisa makes a shocking college decision that hurts Marge, leading to a surprising place."
704,32,21,The Man from G.R.A.M.P.A.,28-May-21,6.5,354,A British secret agent comes to Springfield to find a Russian spy.
705,32,22,The Last Barfighter,4-Jun-21,7.8,442,A secret society of bartenders seeks revenge on Homer and his friends when Moe breaks their most sacred rule.
